id,salary_in_usd,company_location_id,employee_residence_id,work_setting_id,employment_type_id,job_title_id,job_category_id
818,107568,4,6,3,3,3,1
819,102852,2,6,1,2,3,2
820,163915,4,4,3,4,2,2
821,58015,1,2,3,4,3,3
822,76546,6,3,3,3,1,1
823,81055,4,3,1,3,2,1
824,132528,7,7,3,1,3,2
825,133283,5,2,3,3,3,3
826,79577,4,6,2,2,2,3
827,196241,1,6,2,3,3,1
828,59415,2,2,3,1,3,3
829,176757,7,4,1,1,2,4
830,45963,4,7,3,4,3,3
831,190770,5,5,1,4,4,4
832,92415,5,7,2,2,3,1
833,86400,1,1,2,3,3,1
834,144731,7,4,3,1,1,3
835,85450,7,5,1,1,3,3
836,116962,7,5,1,4,1,1
837,181650,4,6,1,4,4,1
838,148639,1,3,3,3,2,4
839,58842,1,1,1,1,2,3
840,46531,1,7,2,4,1,3
841,163242,6,3,1,3,2,4
842,151843,3,2,1,3,3,3
843,168369,2,4,3,3,1,3
844,34163,1,7,3,4,3,2
845,70794,3,2,3,4,3,3
846,71787,3,5,3,4,3,4
847,138248,7,6,3,2,3,1
848,87219,2,7,1,2,3,1
849,131243,7,3,1,2,4,4
850,140224,2,1,3,4,2,1
851,54448,6,3,3,4,1,3
852,86437,7,4,1,2,4,1
853,58299,5,6,3,1,1,4
854,107093,4,4,2,1,2,1
855,199720,2,7,1,1,3,3
856,175168,5,3,2,1,3,3
857,155113,3,1,1,2,3,4
858,129317,3,5,1,3,3,4
859,168463,2,4,1,3,4,4
860,104891,7,1,1,1,4,4
861,70286,6,2,1,4,1,2
862,121353,4,7,1,1,3,3
863,141027,4,1,1,1,4,2
864,67595,1,7,3,3,3,2
865,158840,2,2,3,4,2,1
866,92740,4,1,3,3,3,2
867,80929,7,6,2,4,3,1
868,62827,7,1,1,2,3,4
869,56209,3,5,3,3,3,1
870,127654,4,2,3,2,3,1
871,138947,4,6,3,2,1,4
872,103396,7,6,1,1,3,4
873,174878,3,3,1,4,1,3
874,143254,4,1,2,3,3,3
875,186478,6,5,2,1,1,3
876,195432,6,1,1,3,1,3
877,110000,7,5,2,2,2,1
878,68865,3,6,3,3,1,1
879,167530,3,4,2,3,3,3
880,39151,7,6,3,1,1,2
881,160759,3,3,2,4,3,3
882,102024,5,1,3,3,1,2
883,185613,5,2,2,2,4,4
884,154001,3,7,2,2,3,1
885,182875,1,2,1,1,4,1
886,73183,3,3,1,2,3,2
887,92323,6,4,3,3,3,3
888,153978,4,4,1,4,3,1
889,120254,3,4,3,3,3,2
890,172242,4,5,1,1,4,4
891,77284,7,2,1,2,2,4
892,170332,3,7,3,3,3,1
893,168708,7,6,2,3,3,3
894,132491,2,6,3,2,3,3
895,66108,6,7,3,4,4,1
896,45941,5,6,3,4,2,4
897,189427,3,5,1,4,4,3
898,102836,7,1,1,2,3,2
899,117719,2,5,1,3,2,1
900,194805,4,7,3,1,2,2
901,37444,4,7,2,3,4,3
902,121291,5,1,2,2,3,3
903,118598,5,2,3,2,3,4
904,175682,6,2,3,3,1,3
905,96036,6,3,2,2,1,1
906,34554,4,2,1,3,4,2
907,55545,4,4,3,3,3,3
908,160745,4,4,2,4,3,3
909,91971,1,3,2,2,4,1
910,76059,6,7,2,2,3,2
911,167843,5,3,1,4,3,2
912,99468,7,1,2,4,4,4
913,56055,2,3,2,4,3,4
914,198274,2,3,2,1,3,2
915,188772,3,5,3,2,4,1
916,33567,7,4,3,3,3,3
917,56627,5,1,3,3,4,4
918,199640,1,5,2,3,3,3
919,181832,1,1,2,2,3,1
920,191057,7,3,1,1,3,3
921,109944,4,5,2,2,3,1
922,125368,4,5,1,2,4,2
923,70785,7,1,2,2,1,4
924,196655,5,1,1,2,3,3
925,194810,2,2,3,2,3,3
926,54204,4,6,2,1,1,2
927,46643,3,1,1,4,3,3
928,100561,5,5,3,3,4,3
929,67126,5,7,3,2,3,1
930,88126,1,1,2,2,2,2
931,112424,6,4,1,2,3,4
932,154453,4,2,1,3,2,3
933,75258,2,4,1,1,3,1
934,64527,5,6,3,3,3,3
935,53898,4,4,1,1,2,1
936,33794,4,7,3,4,2,1
937,175770,1,2,1,2,3,1
938,173404,3,6,3,1,2,2
939,39593,5,3,2,3,3,4
940,88132,6,5,3,1,3,3
941,150973,3,5,1,1,3,4
942,131633,2,1,3,4,3,1
943,41036,6,5,1,2,3,1
944,124097,7,7,2,2,2,4
945,83164,7,5,3,3,3,4
946,180423,6,7,2,3,2,3
947,88413,7,3,3,4,3,1
948,48059,2,7,3,1,4,4
949,57188,5,3,2,1,4,2
950,128591,4,3,2,3,2,3
951,111795,3,3,3,2,3,1
952,41829,3,7,3,1,3,3
953,103673,4,6,3,4,3,2
954,54502,5,3,2,3,1,3
955,188276,6,6,1,1,2,2
956,31265,3,7,2,2,1,3
957,196823,5,2,3,2,1,2
958,185387,6,3,3,4,2,2
959,77457,6,7,2,4,3,2
960,76875,6,7,3,3,2,4
961,90359,3,6,3,3,1,1
962,136334,7,7,3,2,3,2
963,152950,7,1,3,2,4,4
964,194451,1,6,3,1,2,4
965,94102,1,6,1,1,2,3
966,131827,3,1,2,1,3,1
967,122688,7,3,2,4,4,1
968,89469,5,5,2,4,4,3
969,125789,1,2,1,1,3,1
970,195468,1,5,1,2,3,3
971,43176,7,3,2,3,2,4
972,95036,5,4,2,4,2,4
973,37907,1,4,2,4,1,2
974,33372,4,2,3,1,3,3
975,188644,6,6,1,3,1,4
976,54592,5,2,1,4,1,4
977,174174,4,2,3,3,4,3
978,138093,7,1,1,4,2,3
979,186714,7,1,2,3,1,1
980,33139,1,4,1,3,4,4
981,107179,3,2,3,4,3,3
982,48643,2,7,2,3,1,1
983,134425,4,5,1,2,2,1
984,90117,4,4,2,4,1,4
985,189852,5,2,1,4,3,2
986,136485,5,7,2,2,1,1
987,143607,7,2,3,3,2,3
988,90332,6,6,3,2,4,2
989,60632,3,3,1,4,2,2
990,199565,7,7,1,2,4,1
991,190480,1,6,2,3,3,4
992,117157,3,5,3,2,2,2
993,187011,1,3,2,4,2,4
994,66843,4,6,3,3,3,1
995,68930,7,1,2,4,1,1
996,190942,5,4,2,4,4,2
997,135940,7,2,2,1,4,3
998,88103,2,4,1,4,3,4
999,70770,3,5,3,4,3,4
1000,141757,6,2,1,3,1,1
1001,60158,4,3,1,3,1,1
1002,118992,2,7,2,3,2,3
1003,77401,2,7,3,2,3,2
1004,174064,7,2,1,2,1,2
1005,186462,3,3,2,3,3,1
1006,75858,7,2,3,2,1,1
1007,177828,3,2,3,1,4,3
1008,183043,2,6,1,2,3,4
1009,168143,1,2,2,1,2,4
1010,114811,4,7,1,3,4,2
1011,159970,2,5,3,3,4,1
1012,36586,7,2,1,2,3,3
1013,49703,6,7,2,3,2,2
1014,106177,6,1,3,3,3,3
1015,66735,4,3,2,4,2,1
1016,128525,2,1,2,3,1,1
1017,69648,3,2,3,4,4,1
1018,173201,6,7,2,3,1,4
1019,66656,7,3,2,1,3,1
1020,190737,6,4,2,1,1,2
1021,174571,2,3,3,3,2,3
1022,105888,3,3,2,1,1,3
1023,49654,3,2,1,1,3,2
1024,160117,3,6,1,1,3,2
1025,116613,6,1,2,2,3,3
1026,48982,4,1,1,1,2,4
1027,129970,7,4,1,4,3,2
1028,111848,3,2,3,2,4,2
1029,139577,2,3,2,4,3,2
1030,109874,3,6,3,4,1,1
1031,60173,7,5,2,4,1,4
1032,156765,5,1,1,2,1,4
1033,67525,5,1,3,3,2,2
1034,57328,4,7,3,1,1,1
1035,172432,3,3,1,1,2,3
1036,146242,2,2,1,3,2,1
1037,134419,7,1,2,3,3,4
1038,52625,6,6,2,4,4,2
1039,137576,3,2,1,2,3,2
1040,46471,6,3,1,4,3,1
1041,69883,4,3,3,1,2,1
1042,32703,1,1,3,3,2,3
1043,95524,5,4,2,1,1,2
1044,195587,2,2,3,3,1,1
1045,45151,5,2,1,2,3,3
1046,79190,3,7,1,4,3,4
1047,86195,3,6,1,1,3,1
1048,156559,1,3,1,2,1,4
1049,94108,7,3,2,1,3,3
1050,179607,6,1,1,3,1,4
1051,132241,6,1,1,1,2,2
1052,135190,6,1,1,2,3,2
1053,73050,1,7,1,2,4,4
1054,62976,6,6,2,4,3,2
1055,30599,7,4,2,1,1,3
1056,89867,3,1,3,3,1,1
1057,33709,1,1,2,1,3,4
1058,185182,5,5,2,4,1,1
1059,79365,6,6,2,3,3,4
1060,35723,5,1,3,3,3,1
1061,142308,6,7,1,4,1,4
1062,188466,3,2,3,3,1,3
1063,94120,1,4,1,2,3,2
1064,40316,3,2,2,2,1,2
1065,183694,5,5,1,3,1,1
1066,185916,5,3,3,1,3,1
1067,136276,3,3,1,3,4,3
1068,51162,6,1,1,1,3,4
1069,58833,3,5,2,4,3,1
1070,178278,4,2,1,2,4,2
1071,156515,1,7,1,2,1,1
1072,150788,4,4,2,4,1,1
1073,81747,3,6,3,4,3,4
1074,120037,2,2,2,2,1,1
1075,143850,5,5,1,4,2,3
1076,148641,7,5,2,3,3,2
1077,148519,1,6,2,3,4,4
1078,149271,1,2,1,1,3,2
1079,85387,5,4,3,1,3,3
1080,55226,7,2,2,1,3,3
1081,136287,4,2,3,3,1,1
1082,167572,7,4,2,2,1,1
1083,31634,2,7,1,1,2,1
1084,175131,3,6,1,3,2,2
1085,145855,7,5,2,2,2,3
1086,34076,6,4,2,4,4,4
1087,136694,7,1,2,3,2,1
1088,68210,3,1,1,4,4,2
1089,158798,5,1,2,1,2,1
1090,187003,1,1,1,2,4,3
1091,62007,5,6,2,3,3,3
1092,183816,6,3,1,1,3,3
1093,191468,2,7,2,1,1,2
1094,118619,5,3,3,2,4,1
1095,152315,7,2,3,4,3,3
1096,96038,7,2,1,1,1,2
1097,173828,1,4,2,2,3,3
1098,171677,2,1,3,2,4,4
1099,183488,3,4,2,3,2,3
1100,86558,3,2,2,1,3,1
1101,198559,4,1,2,4,3,1
1102,136052,2,6,3,4,1,1
1103,123079,2,5,1,1,4,1
1104,126816,7,7,3,4,3,3
1105,163942,4,2,1,2,4,1
1106,157942,3,5,3,2,2,2
1107,165830,6,4,2,1,1,3
1108,141342,2,5,2,4,4,1
1109,199808,2,4,2,2,3,3
1110,95138,1,2,3,1,1,2
1111,80250,3,3,3,2,3,2
1112,147857,1,6,1,1,4,3
1113,145070,4,6,3,3,1,1
1114,70558,2,7,1,3,3,1
1115,83092,4,6,3,1,2,2
1116,105121,5,5,2,3,2,1
1117,152140,1,6,3,3,4,2
1118,160877,3,5,2,4,1,1
1119,85604,2,2,3,3,3,2
1120,67039,5,6,1,4,1,4
1121,99859,5,2,3,3,2,1
1122,122506,3,6,2,3,3,1
1123,130342,4,4,3,2,3,1
1124,35461,5,1,1,1,4,3
1125,70831,7,1,1,3,3,1
1126,81137,3,1,1,1,4,3
1127,64030,5,4,1,1,3,3
1128,166803,3,1,3,2,4,2
1129,51500,3,2,1,1,4,4
1130,63117,2,3,3,1,3,3
1131,124138,4,3,3,3,3,4
1132,192246,4,6,3,2,4,1
1133,63208,2,3,1,1,2,3
1134,114728,3,1,1,3,3,1
1135,114482,3,3,3,2,1,3
1136,55960,7,5,3,3,3,2
1137,171319,5,1,3,2,4,4
1138,126342,3,5,2,2,4,3
1139,137918,5,2,2,4,3,1
1140,144761,1,5,1,4,2,2
1141,56038,5,2,2,4,3,1
1142,188842,3,4,3,1,3,2
1143,152232,7,4,3,3,3,4
1144,102485,1,6,1,2,4,2
1145,87773,7,5,1,3,3,3
1146,113391,5,7,2,1,1,1
1147,82633,7,2,3,4,3,3
1148,152226,5,1,1,4,3,2
1149,180636,4,7,1,3,4,1
1150,179186,5,2,2,3,3,3
1151,62803,2,1,1,2,4,4
1152,145708,7,2,2,3,2,1
1153,159997,3,2,3,2,1,3
1154,133838,4,1,2,2,2,1
1155,53545,6,2,1,4,1,2
1156,92759,1,2,2,3,3,3
1157,136313,5,2,2,4,3,2
1158,106488,2,6,3,2,3,4
1159,147805,4,4,2,4,1,2
1160,83866,7,3,1,4,1,3
1161,157145,6,2,1,2,1,1
1162,100499,6,6,3,1,4,3
1163,108243,4,1,3,1,3,2
1164,150779,3,5,3,3,3,2
1165,173932,3,2,1,4,3,1
1166,112946,3,6,2,3,2,4
1167,148353,2,4,1,4,1,3
1168,47670,6,6,1,3,1,1
1169,114766,4,4,3,3,1,1
1170,119694,4,5,3,2,3,1
1171,196133,6,2,2,1,2,3
1172,80764,7,7,2,1,4,3
1173,145164,1,5,2,1,3,3
1174,53810,3,3,2,2,4,4
1175,139660,1,1,1,1,3,1
1176,120894,6,6,2,2,1,1
1177,45933,6,1,1,4,3,2
1178,191106,1,1,1,2,3,1
1179,31947,3,1,2,3,3,2
1180,49715,3,4,2,3,3,4
1181,60956,7,6,1,4,3,4
1182,110846,2,3,3,4,3,3
1183,46303,3,2,2,3,2,3
1184,143318,1,2,3,1,2,3
1185,54031,6,7,1,1,4,3
1186,124786,7,2,3,1,3,3
1187,117389,4,3,1,4,3,2
1188,179049,6,2,3,3,3,3
1189,72707,7,4,3,2,2,3
1190,175537,3,5,3,4,3,4
1191,105761,6,2,1,3,1,2
1192,177712,5,1,1,1,2,4
1193,61535,3,1,1,1,3,4
1194,32991,2,5,2,1,2,1
1195,178873,7,1,1,3,4,1
1196,119680,3,1,2,1,3,3
1197,37965,1,4,1,3,4,4
1198,174802,1,4,2,4,3,3
1199,59553,7,4,3,2,2,1
1200,148802,6,2,3,1,3,1
1201,38301,2,5,1,4,1,4
1202,48936,5,1,2,4,4,1
1203,175227,7,7,3,3,2,1
1204,157978,2,5,3,4,3,2
1205,157230,1,7,2,3,2,4
1206,78848,3,1,1,3,4,1
1207,32042,4,3,3,4,1,4
1208,179637,3,5,1,3,2,1
1209,67260,1,2,1,3,3,2
1210,66326,5,7,2,3,3,4
1211,72581,6,5,2,4,2,3
1212,164730,1,5,3,2,3,2
1213,111855,3,4,2,3,3,1
1214,114614,3,3,3,1,1,4
1215,132188,5,4,3,4,1,1
1216,198620,5,3,3,4,3,4
1217,180740,1,3,1,3,3,4
1218,183618,3,2,1,4,2,1
1219,67874,6,5,2,1,3,2
1220,81318,4,4,2,2,4,3
1221,67165,4,4,3,4,3,2
1222,86820,7,7,3,4,1,2
1223,75411,4,5,1,4,3,1
1224,115312,1,1,1,3,1,2
1225,66479,1,1,3,1,3,2
1226,150567,7,7,3,2,1,3
1227,129890,6,3,2,1,3,2
1228,69906,2,7,3,1,3,3
1229,159523,6,7,3,4,4,1
1230,103198,7,4,3,2,3,3
1231,102940,2,7,1,1,2,4
1232,39542,2,6,1,2,3,3
1233,57774,3,3,2,3,3,3
1234,169628,5,1,2,4,3,4
1235,108342,4,2,2,3,4,1
1236,147887,6,5,3,2,4,4
1237,156081,2,7,3,4,2,3
1238,44864,3,5,1,3,1,1
1239,125552,7,7,3,4,3,4
1240,88989,7,6,3,3,3,1
1241,86093,6,5,1,1,1,3
1242,63749,6,4,2,4,4,4
1243,89739,2,4,3,2,4,4
1244,47305,6,5,1,4,3,1
1245,107474,3,7,1,2,2,4
1246,46318,1,6,2,3,2,1
1247,82810,6,6,1,3,2,1
1248,156662,5,7,2,2,3,3
1249,151752,5,3,2,3,2,3
1250,198892,4,1,2,4,1,3
1251,91800,2,1,2,3,3,3
1252,100942,1,6,2,2,1,3
1253,50661,4,2,1,2,3,3
1254,113394,1,1,3,1,2,4
1255,60816,5,2,2,2,1,3
1256,42850,3,4,2,3,1,1
1257,187716,6,2,3,2,1,4
1258,82919,2,2,3,3,3,1
1259,57428,1,1,2,3,3,3
1260,135023,1,6,3,1,2,3
1261,144160,1,7,2,3,1,1
1262,136898,5,6,1,2,3,3
1263,194452,2,4,3,2,2,1
1264,102822,3,3,3,2,2,2
1265,105604,3,2,1,3,1,2
1266,164089,1,2,3,2,1,2
1267,39926,3,5,1,4,3,2
1268,74508,4,2,2,4,3,4
1269,184558,3,6,3,2,3,3
1270,155799,1,7,3,3,1,1
1271,125933,4,3,1,2,2,3
1272,190583,2,6,2,4,1,1
1273,155030,7,5,2,3,2,3
1274,144541,5,6,1,2,2,4
1275,40002,3,1,3,3,1,2
1276,78586,6,4,3,2,4,3
1277,98737,4,7,1,1,3,1
1278,159157,7,3,1,3,2,3
1279,57048,2,4,1,4,2,4
1280,157912,7,1,3,4,4,4
1281,109517,2,4,1,4,3,3
1282,175597,1,5,2,4,4,2
1283,151443,1,2,1,2,4,1
1284,82634,5,2,2,2,2,4
1285,91491,5,7,2,3,3,4
1286,152416,2,4,1,1,4,3
1287,35565,7,6,2,1,3,4
1288,110483,5,2,3,3,1,4
1289,136234,3,7,1,4,4,1
1290,102053,7,7,3,1,4,2
1291,44287,5,5,3,1,3,1
1292,107365,7,7,2,3,3,2
1293,163494,6,1,3,4,4,4
1294,59060,3,6,3,2,4,4
1295,71633,7,2,1,2,3,4
1296,135251,7,2,1,1,3,3
1297,43790,4,3,3,2,4,3
1298,161059,2,1,2,3,3,4
1299,186240,1,2,2,1,4,4
1300,185091,5,5,1,1,1,4
1301,33668,6,2,1,4,2,1
1302,106280,5,3,1,2,1,3
1303,58754,5,4,2,4,4,3
1304,115058,2,4,1,1,3,4
1305,34509,7,1,3,2,2,2
1306,163572,3,7,2,4,1,3
1307,148981,3,3,3,2,3,1
1308,105440,1,3,1,1,3,2
1309,56921,1,2,2,1,1,2
1310,84551,1,5,1,1,3,2
1311,46683,3,2,2,3,4,2
1312,107952,7,5,1,4,3,3
1313,44833,1,3,2,4,1,4
1314,48290,1,7,2,1,1,2
1315,44003,6,4,2,4,4,1
1316,153086,3,1,3,1,3,1
1317,101656,5,6,1,4,3,4
1318,71253,7,5,1,2,4,3
1319,118022,1,4,2,4,3,4
1320,183778,7,1,3,1,4,2
1321,117231,4,7,2,4,3,3
1322,134791,5,3,1,2,1,1
1323,62716,5,7,1,2,3,2
1324,36880,1,5,2,2,2,3
1325,58949,1,3,2,1,2,2
1326,96064,6,2,2,3,2,4
1327,73093,3,1,1,1,4,2
1328,183916,5,2,2,2,3,1
1329,183432,6,3,2,4,3,2
1330,117941,4,6,1,2,3,4
1331,157668,4,1,2,3,3,4
1332,154240,4,1,3,3,3,1
1333,73322,2,2,1,2,2,4
1334,181776,3,1,2,1,3,4
1335,78181,3,3,2,3,3,2
1336,191661,1,6,1,2,2,3
1337,117972,3,5,1,1,3,4
1338,142431,1,5,3,4,4,4
1339,120179,6,3,2,1,1,1
1340,113562,1,2,2,3,1,1
1341,170284,2,7,2,1,1,2
1342,174922,6,3,1,1,2,2
1343,69767,3,5,1,4,3,4
1344,37322,3,3,1,2,2,3
1345,65911,2,1,2,1,3,3
1346,35678,2,1,2,4,4,2
1347,95265,6,3,1,3,4,1
1348,96918,6,2,3,2,1,4
1349,182852,3,7,2,3,1,4
1350,188578,3,1,3,2,1,3
1351,90510,6,5,1,1,3,2
1352,72202,1,6,2,1,3,3
1353,162777,7,1,3,2,3,3
1354,117983,5,5,2,3,3,2
1355,120016,1,6,3,3,3,1
1356,61051,4,7,2,3,1,4
1357,147282,4,6,3,1,4,1
1358,107665,7,1,3,2,1,2
1359,154559,5,6,1,2,3,2
1360,191857,2,2,1,3,1,4
1361,152827,4,5,3,1,3,1
1362,59402,2,1,2,2,2,4
1363,32704,2,1,3,2,4,3
1364,57027,1,3,2,3,2,3
1365,89092,2,2,2,3,3,3
1366,35725,7,2,2,2,1,1
1367,94105,1,3,2,1,3,3
1368,186295,7,6,1,4,1,4
1369,122305,2,5,3,2,2,1
1370,188456,4,4,2,2,3,4
1371,92993,5,7,1,1,3,3
1372,127681,2,2,2,2,1,1
1373,138033,7,4,2,4,3,4
1374,60027,3,5,1,1,2,4
1375,173839,3,7,1,4,3,1
1376,117017,4,2,2,4,2,3
1377,48354,6,1,3,2,3,1
1378,78777,5,2,1,4,2,3
1379,182973,7,7,3,2,4,3
1380,79966,4,6,2,2,4,2
1381,46515,1,4,2,1,4,4
1382,185878,2,6,2,1,1,4
1383,128698,6,1,2,1,1,4
1384,33573,1,7,2,2,1,1
1385,135410,3,5,2,4,2,1
1386,73915,2,6,3,4,1,2
1387,35060,1,7,1,1,3,3
1388,159471,3,2,2,1,4,4
1389,85421,5,5,1,2,2,3
1390,75610,1,3,3,3,4,1
1391,40933,2,3,2,3,1,1
1392,102168,1,6,2,2,2,1
1393,73898,6,1,1,3,3,3
1394,35589,6,7,1,3,3,2
1395,41612,2,4,1,3,1,2
1396,77611,1,1,2,1,1,1
1397,48888,4,5,1,4,3,4
1398,49417,5,6,1,4,3,3
1399,75440,1,1,3,1,3,1
1400,196816,1,6,2,1,1,3
1401,41891,6,2,2,1,1,3
1402,102131,6,5,2,3,4,2
1403,92093,4,4,1,2,2,1
1404,58557,6,7,3,2,2,2
1405,141129,3,5,1,3,4,1
1406,113817,2,7,2,3,2,3
1407,32192,7,7,1,1,3,3
1408,64946,3,1,2,1,2,3
1409,79884,2,2,1,4,2,1
1410,76360,1,1,1,1,4,4
1411,93252,3,3,2,3,3,2
1412,158651,1,3,1,4,2,2
1413,71472,3,7,2,1,2,3
1414,65455,3,2,1,4,3,3
1415,58672,7,5,1,4,4,4
1416,33756,4,7,1,1,3,2
1417,136927,3,5,2,2,4,1
1418,100030,6,7,1,3,3,3
1419,88151,1,1,1,3,4,2
1420,64047,7,7,3,4,3,3
1421,163293,3,7,3,2,3,2
1422,35164,6,2,2,2,4,4
1423,63622,4,2,2,1,1,1
1424,65980,1,6,2,1,4,1
1425,149528,7,5,2,3,2,3
1426,114688,2,2,1,1,2,3
1427,184684,5,7,1,1,1,2
1428,108066,4,2,2,4,3,3
1429,149947,6,2,2,2,1,4
1430,118660,2,4,3,2,2,1
1431,138115,2,4,2,1,1,1
1432,63043,7,3,3,1,4,3
1433,151886,7,1,2,1,1,2
1434,107831,7,6,2,3,3,3
1435,96250,6,6,1,3,4,4
1436,199894,6,1,2,4,3,4
1437,96345,2,2,3,3,2,1
1438,115898,5,3,1,2,2,4
1439,161108,1,3,3,3,1,1
1440,193474,7,5,2,2,4,4
1441,120034,4,6,1,3,3,3
1442,123923,7,4,3,3,4,4
1443,40273,5,3,2,4,2,4
1444,186102,7,7,3,1,4,3
1445,157419,5,5,2,1,3,1
1446,82460,7,6,3,1,1,1
1447,140803,2,2,2,4,3,3
1448,106939,5,7,3,2,4,4
1449,180111,1,1,1,3,3,4
1450,44017,7,6,2,4,2,4
1451,112901,2,4,2,2,1,2
1452,143000,4,7,3,4,1,1
1453,69215,1,2,2,4,4,4
1454,42583,2,7,1,2,1,1
1455,193991,5,7,3,1,4,4
1456,77025,3,3,3,3,4,3
1457,87943,4,4,3,1,3,3
1458,170586,4,1,1,4,1,1
1459,199488,3,2,1,2,4,1
1460,31511,2,5,2,4,3,3
1461,179714,2,5,3,1,3,2
1462,112151,6,2,1,1,3,3
1463,54225,5,1,2,1,3,4
1464,181918,4,2,1,3,4,2
1465,59152,6,3,1,1,2,3
1466,136053,2,5,1,3,2,2
1467,96107,3,6,2,3,2,2
1468,154387,6,5,1,1,3,2
1469,187260,2,6,1,2,4,1
1470,90910,4,7,1,4,1,3
1471,72530,2,3,3,4,3,1
1472,108753,1,5,1,3,3,1
1473,71999,3,3,3,3,4,4
1474,36609,3,3,1,3,3,4
1475,79322,7,1,3,4,3,2
1476,35151,2,5,1,3,3,2
1477,36406,5,6,3,2,3,4
1478,92678,3,4,3,2,2,4
1479,77062,2,6,3,3,4,3
1480,194028,1,1,1,4,3,2
1481,141377,6,1,2,1,4,2
1482,83830,4,3,3,4,2,4
1483,43133,4,4,3,1,4,3
1484,42209,7,1,3,1,3,3
1485,139828,7,4,3,3,3,4
1486,104681,5,5,3,2,4,4
1487,84345,3,3,2,3,1,2
1488,72585,5,1,1,1,4,3
1489,64638,3,4,2,3,3,1
1490,50645,3,2,1,1,2,2
1491,48408,1,6,2,3,2,4
1492,42521,7,1,1,2,3,3
1493,117414,7,1,3,2,3,2
1494,158432,4,1,1,4,3,4
1495,153520,7,4,1,1,2,1
1496,68221,7,7,3,1,2,3
1497,130131,1,5,3,3,3,2
1498,182158,5,6,1,4,3,1
1499,46923,3,1,1,2,2,4
1500,111761,5,2,3,3,3,4
1501,37202,6,2,2,4,2,2
1502,125675,6,3,3,2,4,4
1503,198278,1,7,1,3,1,3
1504,180957,2,7,1,2,4,2
1505,140443,4,4,1,1,2,1
1506,41218,4,3,3,4,1,2
1507,75692,4,6,3,2,1,2
1508,127148,5,4,2,4,2,1
1509,36716,3,3,1,3,2,4
1510,46088,3,5,1,4,3,1
1511,61001,3,7,3,3,2,3
1512,183656,4,6,1,4,3,4
1513,161022,4,5,2,3,2,2
1514,34286,5,6,3,3,3,4
1515,165811,5,4,1,3,2,4
1516,60158,6,3,3,2,3,3
1517,130393,4,7,3,1,3,4
1518,35605,2,7,2,4,4,4
1519,86492,2,6,3,1,3,4
1520,33321,6,6,1,1,3,2
1521,42170,5,6,2,1,3,4
1522,86045,4,1,3,1,2,1
1523,170005,3,4,1,4,2,4
1524,170978,3,1,3,4,3,3
1525,140540,2,6,3,1,1,4
1526,184886,2,6,2,4,2,4
1527,131101,4,7,2,4,4,2
1528,30818,4,4,2,3,3,1
1529,38434,3,4,2,4,3,4
1530,151494,5,5,1,2,3,1
1531,60571,7,2,3,1,4,3
1532,70694,5,3,2,4,2,2
1533,124426,6,2,1,1,3,1
1534,148792,3,2,2,4,4,2
1535,75485,5,6,3,1,2,4
1536,173141,3,7,2,2,3,3
1537,87198,4,5,3,4,3,2
1538,128316,7,3,3,4,3,4
1539,199734,7,6,1,2,1,1
1540,118970,6,6,2,4,3,3
1541,102928,4,2,2,1,1,3
1542,177174,1,2,3,2,3,3
1543,194529,4,4,2,3,1,1
1544,117798,2,7,3,1,3,3
1545,82290,5,2,1,4,2,2
1546,152664,7,3,2,1,1,3
1547,173004,6,1,3,2,1,1
1548,41766,4,6,2,4,3,2
1549,118247,3,1,2,4,1,4
1550,43292,3,7,1,2,4,3
1551,102944,5,1,3,3,3,3
1552,136446,3,4,1,4,4,4
1553,64533,6,4,1,4,3,3
1554,110773,4,3,1,4,1,1
1555,154433,1,5,3,3,4,2
1556,166850,6,7,3,1,1,1
1557,65059,2,7,2,3,3,4
1558,152418,3,6,3,1,1,3
1559,165938,4,1,1,4,4,2
1560,103965,1,2,3,1,4,4
1561,90661,7,2,2,1,1,4
1562,73352,6,5,1,1,3,3
1563,140051,6,6,2,1,3,4
1564,118373,6,2,3,4,3,3
1565,64075,6,5,2,2,1,2
1566,121931,7,6,2,3,3,2
1567,54104,5,3,3,1,4,4
1568,95827,2,7,2,4,2,3
1569,99222,4,1,3,4,2,1
1570,162714,4,3,1,4,1,2
1571,127013,3,4,2,4,3,3
1572,92845,1,4,1,1,3,3
1573,38769,2,4,3,3,3,3
1574,125369,1,5,3,4,4,4
1575,80375,6,5,2,3,3,1
1576,193150,6,6,2,3,2,4
1577,42268,6,7,3,3,4,2
1578,171916,2,4,3,2,4,4
1579,104174,4,5,1,4,1,1
1580,132677,4,6,1,4,3,4
1581,172305,2,5,2,4,1,3
1582,60496,1,2,2,3,3,1
1583,178878,5,5,2,4,3,4
1584,108807,7,4,2,4,1,4
1585,49465,7,3,2,3,1,4
1586,169322,6,4,2,4,2,3
1587,90503,3,6,2,1,1,3
1588,51310,3,6,2,2,3,4
1589,160301,5,6,1,1,2,3
1590,123518,1,2,3,1,1,1
1591,62206,5,4,3,1,1,1
1592,39764,4,1,2,3,3,2
1593,173914,1,2,3,4,1,1
1594,164048,2,7,2,1,4,1
1595,168498,6,4,1,1,2,1
1596,183959,7,5,2,4,4,3
1597,56710,3,3,1,3,2,1
1598,71387,1,4,1,1,3,1
1599,167558,1,3,1,4,1,4
1600,142418,2,6,2,4,1,3
1601,52623,6,6,1,2,1,1
1602,53806,6,1,2,1,2,2
